minecraft:torchflower	148	2226	1
minecraft:poppy	149	2227	1
minecraft:blue_orchid	150	2228	1
minecraft:allium	151	2229	1
minecraft:azure_bluet	152	2230	1
minecraft:red_tulip	153	2231	1
minecraft:orange_tulip	154	2232	1
minecraft:white_tulip	155	2233	1
minecraft:pink_tulip	156	2234	1
minecraft:oxeye_daisy	157	2235	1
minecraft:cornflower	158	2236	1
minecraft:wither_rose	159	2237	1
minecraft:lily_of_the_valley	160	2238	1
minecraft:brown_mushroom	161	2239	1
minecraft:red_mushroom	162	2240	1
minecraft:gold_block	163	2241	1
minecraft:iron_block	164	2242	1
minecraft:bricks	165	2243	1
minecraft:tnt	166	2244	2
minecraft:bookshelf	167	2246	1
minecraft:chiseled_bookshelf	168	2247	256
minecraft:mossy_cobblestone	169	2503	1
minecraft:obsidian	170	2504	1
minecraft:torch	171	2505	1
minecraft:wall_torch	172	2506	4
minecraft:fire	173	2510	512
minecraft:soul_fire	174	3022	1
minecraft:spawner	175	3023	1
minecraft:oak_stairs	176	3024	80
minecraft:chest	177	3104	24
minecraft:redstone_wire	178	3128	1296
minecraft:diamond_ore	179	4424	1
minecraft:deepslate_diamond_ore	180	4425	1
minecraft:diamond_block	181	4426	1
minecraft:crafting_table	182	4427	1
minecraft:wheat	183	4428	8
minecraft:farmland	184	4436	8
minecraft:furnace	185	4444	8
minecraft:oak_sign	186	4452	32
minecraft:spruce_sign	187	4484	32
minecraft:birch_sign	188	4516	32
minecraft:acacia_sign	189	4548	32
minecraft:cherry_sign	190	4580	32
minecraft:jungle_sign	191	4612	32
minecraft:dark_oak_sign	192	4644	32
minecraft:mangrove_sign	193	4676	32
minecraft:bamboo_sign	194	4708	32
minecraft:oak_door	195	4740	64
minecraft:ladder	196	4804	8
minecraft:rail	197	4812	20
minecraft:cobblestone_stairs	198	4832	80
minecraft:oak_wall_sign	199	4912	8
minecraft:spruce_wall_sign	200	4920	8
minecraft:birch_wall_sign	201	4928	8
minecraft:acacia_wall_sign	202	4936	8
minecraft:cherry_wall_sign	203	4944	8
minecraft:jungle_wall_sign	204	4952	8
minecraft:dark_oak_wall_sign	205	4960	8
minecraft:mangrove_wall_sign	206	4968	8
minecraft:bamboo_wall_sign	207	4976	8
minecraft:oak_hanging_sign	208	4984	64
minecraft:spruce_hanging_sign	209	5048	64
minecraft:birch_hanging_sign	210	5112	64
minecraft:acacia_hanging_sign	211	5176	64
minecraft:cherry_hanging_sign	212	5240	64
minecraft:jungle_hanging_sign	213	5304	64
minecraft:dark_oak_hanging_sign	214	5368	64
minecraft:crimson_hanging_sign	215	5432	64
minecraft:warped_hanging_sign	216	5496	64
minecraft:mangrove_hanging_sign	217	5560	64
minecraft:bamboo_hanging_sign	218	5624	64
minecraft:oak_wall_hanging_sign	219	5688	8
minecraft:spruce_wall_hanging_sign	220	5696	8
minecraft:birch_wall_hanging_sign	221	5704	8
minecraft:acacia_wall_hanging_sign	222	5712	8
minecraft:cherry_wall_hanging_sign	223	5720	8
minecraft:jungle_wall_hanging_sign	224	5728	8
minecraft:dark_oak_wall_hanging_sign	225	5736	8
minecraft:mangrove_wall_hanging_sign	226	5744	8
minecraft:crimson_wall_hanging_sign	227	5752	8
minecraft:warped_wall_hanging_sign	228	5760	8
minecraft:bamboo_wall_hanging_sign	229	5768	8
minecraft:lever	230	5776	24
minecraft:stone_pressure_plate	231	5800	2
minecraft:iron_door	232	5802	64
minecraft:oak_pressure_plate	233	5866	2
minecraft:spruce_pressure_plate	234	5868	2
minecraft:birch_pressure_plate	235	5870	2
minecraft:jungle_pressure_plate	236	5872	2
minecraft:acacia_pressure_plate	237	5874	2
minecraft:cherry_pressure_plate	238	5876	2
minecraft:dark_oak_pressure_plate	239	5878	2
minecraft:mangrove_pressure_plate	240	5880	2
minecraft:bamboo_pressure_plate	241	5882	2
minecraft:redstone_ore	242	5884	2
minecraft:deepslate_redstone_ore	243	5886	2
minecraft:redstone_torch	244	5888	2
minecraft:redstone_wall_torch	245	5890	8
minecraft:stone_button	246	5898	24
minecraft:snow	247	5922	8
minecraft:ice	248	5930	1
minecraft:snow_block	249	5931	1
minecraft:cactus	250	5932	16
minecraft:clay	251	5948	1
minecraft:sugar_cane	252	5949	16
minecraft:jukebox	253	5965	2
minecraft:oak_fence	254	5967	32
minecraft:netherrack	255	5999	1
minecraft:soul_sand	256	6000	1
minecraft:soul_soil	257	6001	1
minecraft:basalt	258	6002	3
minecraft:polished_basalt	259	6005	3
minecraft:soul_torch	260	6008	1
minecraft:soul_wall_torch	261	6009	4
minecraft:glowstone	262	6013	1
minecraft:nether_portal	263	6014	2
minecraft:carved_pumpkin	264	6016	4
minecraft:jack_o_lantern	265	6020	4
minecraft:cake	266	6024	7
minecraft:repeater	267	6031	64
minecraft:white_stained_glass	268	6095	1
minecraft:orange_stained_glass	269	6096	1
minecraft:magenta_stained_glass	270	6097	1
minecraft:light_blue_stained_glass	271	6098	1
minecraft:yellow_stained_glass	272	6099	1
minecraft:lime_stained_glass	273	6100	1
minecraft:pink_stained_glass	274	6101	1
minecraft:gray_stained_glass	275	6102	1
minecraft:light_gray_stained_glass	276	6103	1
minecraft:cyan_stained_glass	277	6104	1
minecraft:purple_stained_glass	278	6105	1
minecraft:blue_stained_glass	279	6106	1
minecraft:brown_stained_glass	280	6107	1
minecraft:green_stained_glass	281	6108	1
minecraft:red_stained_glass	282	6109	1
minecraft:black_stained_glass	283	6110	1
minecraft:oak_trapdoor	284	6111	64
minecraft:spruce_trapdoor	285	6175	64
minecraft:birch_trapdoor	286	6239	64
minecraft:jungle_trapdoor	287	6303	64
minecraft:acacia_trapdoor	288	6367	64
minecraft:cherry_trapdoor	289	6431	64
minecraft:dark_oak_trapdoor	290	6495	64
minecraft:mangrove_trapdoor	291	6559	64
minecraft:bamboo_trapdoor	292	6623	64
minecraft:stone_bricks	293	6687	1
minecraft:mossy_stone_bricks	294	6688	1
minecraft:cracked_stone_bricks	295	6689	1
minecraft:chiseled_stone_bricks	296	6690	1
minecraft:packed_mud	297	6691	1
minecraft:mud_bricks	298	6692	1
minecraft:infested_stone	299	6693	1
minecraft:infested_cobblestone	300	6694	1
minecraft:infested_stone_bricks	301	6695	1
minecraft:infested_mossy_stone_bricks	302	6696	1
minecraft:infested_cracked_stone_bricks	303	6697	1
minecraft:infested_chiseled_stone_bricks	304	6698	1
minecraft:brown_mushroom_block	305	6699	64
minecraft:red_mushroom_block	306	6763	64
minecraft:mushroom_stem	307	6827	64
minecraft:iron_bars	308	6891	32
minecraft:chain	309	6923	6
minecraft:glass_pane	310	6929	32
minecraft:pumpkin	311	6961	1
minecraft:melon	312	6962	1
minecraft:attached_pumpkin_stem	313	6963	4
minecraft:attached_melon_stem	314	6967	4
minecraft:pumpkin_stem	315	6971	8
minecraft:melon_stem	316	6979	8
minecraft:vine	317	6987	32
minecraft:glow_lichen	318	7019	128
minecraft:oak_fence_gate	319	7147	32
minecraft:brick_stairs	320	7179	80
minecraft:stone_brick_stairs	321	7259	80
minecraft:mud_brick_stairs	322	7339	80
minecraft:mycelium	323	7419	2
minecraft:lily_pad	324	7421	1
minecraft:nether_bricks	325	7422	1
minecraft:nether_brick_fence	326	7423	32
minecraft:nether_brick_stairs	327	7455	80
minecraft:nether_wart	328	7535	4
minecraft:enchanting_table	329	7539	1
minecraft:brewing_stand	330	7540	8
minecraft:cauldron	331	7548	1
minecraft:water_cauldron	332	7549	3
minecraft:lava_cauldron	333	7552	1
minecraft:powder_snow_cauldron	334	7553	3
minecraft:end_portal	335	7556	1
minecraft:end_portal_frame	336	7557	8
minecraft:end_stone	337	7565	1
minecraft:dragon_egg	338	7566	1
minecraft:redstone_lamp	339	7567	2
minecraft:cocoa	340	7569	12
minecraft:sandstone_stairs	341	7581	80
minecraft:emerald_ore	342	7661	1
minecraft:deepslate_emerald_ore	343	7662	1
minecraft:ender_chest	344	7663	8
minecraft:tripwire_hook	345	7671	16
minecraft:tripwire	346	7687	128
minecraft:emerald_block	347	7815	1
minecraft:spruce_stairs	348	7816	80
minecraft:birch_stairs	349	7896	80
minecraft:jungle_stairs	350	7976	80
minecraft:command_block	351	8056	12
minecraft:beacon	352	8068	1
minecraft:cobblestone_wall	353	8069	324
minecraft:mossy_cobblestone_wall	354	8393	324
minecraft:flower_pot	355	8717	1
minecraft:potted_torchflower	356	8718	1
minecraft:potted_oak_sapling	357	8719	1
minecraft:potted_spruce_sapling	358	8720	1
minecraft:potted_birch_sapling	359	8721	1
minecraft:potted_jungle_sapling	360	8722	1
minecraft:potted_acacia_sapling	361	8723	1
minecraft:potted_cherry_sapling	362	8724	1
minecraft:potted_dark_oak_sapling	363	8725	1
minecraft:potted_mangrove_propagule	364	8726	1
minecraft:potted_fern	365	8727	1
minecraft:potted_dandelion	366	8728	1
minecraft:potted_poppy	367	8729	1
minecraft:potted_blue_orchid	368	8730	1
minecraft:potted_allium	369	8731	1
minecraft:potted_azure_bluet	370	8732	1
minecraft:potted_red_tulip	371	8733	1
minecraft:potted_orange_tulip	372	8734	1
minecraft:potted_white_tulip	373	8735	1
minecraft:potted_pink_tulip	374	8736	1
minecraft:potted_oxeye_daisy	375	8737	1
minecraft:potted_cornflower	376	8738	1
minecraft:potted_lily_of_the_valley	377	8739	1
minecraft:potted_wither_rose	378	8740	1
minecraft:potted_red_mushroom	379	8741	1
minecraft:potted_brown_mushroom	380	8742	1
minecraft:potted_dead_bush	381	8743	1
minecraft:potted_cactus	382	8744	1
minecraft:carrots	383	8745	8
minecraft:potatoes	384	8753	8
minecraft:oak_button	385	8761	24
minecraft:spruce_button	386	8785	24
minecraft:birch_button	387	8809	24
minecraft:jungle_button	388	8833	24
minecraft:acacia_button	389	8857	24
minecraft:cherry_button	390	8881	24
minecraft:dark_oak_button	391	8905	24
minecraft:mangrove_button	392	8929	24
minecraft:bamboo_button	393	8953	24
minecraft:skeleton_skull	394	8977	32
minecraft:skeleton_wall_skull	395	9009	8
minecraft:wither_skeleton_skull	396	9017	32
minecraft:wither_skeleton_wall_skull	397	9049	8
minecraft:zombie_head	398	9057	32
minecraft:zombie_wall_head	399	9089	8
minecraft:player_head	400	9097	32
minecraft:player_wall_head	401	9129	8
minecraft:creeper_head	402	9137	32
minecraft:creeper_wall_head	403	9169	8
minecraft:dragon_head	404	9177	32
minecraft:dragon_wall_head	405	9209	8
minecraft:piglin_head	406	9217	32
minecraft:piglin_wall_head	407	9249	8
minecraft:anvil	408	9257	4
minecraft:chipped_anvil	409	9261	4
minecraft:damaged_anvil	410	9265	4
minecraft:trapped_chest	411	9269	24
minecraft:light_weighted_pressure_plate	412	9293	16
minecraft:heavy_weighted_pressure_plate	413	9309	16
minecraft:comparator	414	9325	16
minecraft:daylight_detector	415	9341	32
minecraft:redstone_block	416	9373	1
minecraft:nether_quartz_ore	417	9374	1
minecraft:hopper	418	9375	10
minecraft:quartz_block	419	9385	1
minecraft:chiseled_quartz_block	420	9386	1
minecraft:quartz_pillar	421	9387	3
minecraft:quartz_stairs	422	9390	80
minecraft:activator_rail	423	9470	24
minecraft:dropper	424	9494	12
minecraft:white_terracotta	425	9506	1
minecraft:orange_terracotta	426	9507	1
minecraft:magenta_terracotta	427	9508	1
minecraft:light_blue_terracotta	428	9509	1
minecraft:yellow_terracotta	429	9510	1
minecraft:lime_terracotta	430	9511	1
minecraft:pink_terracotta	431	9512	1
minecraft:gray_terracotta	432	9513	1
minecraft:light_gray_terracotta	433	9514	1
minecraft:cyan_terracotta	434	9515	1
minecraft:purple_terracotta	435	9516	1
minecraft:blue_terracotta	436	9517	1
minecraft:brown_terracotta	437	9518	1
minecraft:green_terracotta	438	9519	1
minecraft:red_terracotta	439	9520	1
minecraft:black_terracotta	440	9521	1
minecraft:white_stained_glass_pane	441	9522	32
minecraft:orange_stained_glass_pane	442	9554	32
minecraft:magenta_stained_glass_pane	443	9586	32
minecraft:light_blue_stained_glass_pane	444	9618	32
minecraft:yellow_stained_glass_pane	445	9650	32
minecraft:lime_stained_glass_pane	446	9682	32
minecraft:pink_stained_glass_pane	447	9714	32
minecraft:gray_stained_glass_pane	448	9746	32
minecraft:light_gray_stained_glass_pane	449	9778	32
minecraft:cyan_stained_glass_pane	450	9810	32
minecraft:purple_stained_glass_pane	451	9842	32
minecraft:blue_stained_glass_pane	452	9874	32
minecraft:brown_stained_glass_pane	453	9906	32
minecraft:green_stained_glass_pane	454	9938	32
minecraft:red_stained_glass_pane	455	9970	32
minecraft:black_stained_glass_pane	456	10002	32
minecraft:acacia_stairs	457	10034	80
minecraft:cherry_stairs	458	10114	80
minecraft:dark_oak_stairs	459	10194	80
minecraft:mangrove_stairs	460	10274	80
minecraft:bamboo_stairs	461	10354	80
minecraft:bamboo_mosaic_stairs	462	10434	80
minecraft:slime_block	463	10514	1
minecraft:barrier	464	10515	2
minecraft:light	465	10517	32
minecraft:iron_trapdoor	466	10549	64
minecraft:prismarine	467	10613	1
minecraft:prismarine_bricks	468	10614	1
minecraft:dark_prismarine	469	10615	1
minecraft:prismarine_stairs	470	10616	80
minecraft:prismarine_brick_stairs	471	10696	80
minecraft:dark_prismarine_stairs	472	10776	80
minecraft:prismarine_slab	473	10856	6
minecraft:prismarine_brick_slab	474	10862	6
minecraft:dark_prismarine_slab	475	10868	6
minecraft:sea_lantern	476	10874	1
minecraft:hay_block	477	10875	3
minecraft:white_carpet	478	10878	1
minecraft:orange_carpet	479	10879	1
minecraft:magenta_carpet	480	10880	1
minecraft:light_blue_carpet	481	10881	1
minecraft:yellow_carpet	482	10882	1
minecraft:lime_carpet	483	10883	1
minecraft:pink_carpet	484	10884	1
minecraft:gray_carpet	485	10885	1
minecraft:light_gray_carpet	486	10886	1
minecraft:cyan_carpet	487	10887	1
minecraft:purple_carpet	488	10888	1
minecraft:blue_carpet	489	10889	1
minecraft:brown_carpet	490	10890	1
minecraft:green_carpet	491	10891	1
minecraft:red_carpet	492	10892	1
minecraft:black_carpet	493	10893	1
minecraft:terracotta	494	10894	1
minecraft:coal_block	495	10895	1
minecraft:packed_ice	496	10896	1
minecraft:sunflower	497	10897	2
minecraft:lilac	498	10899	2
minecraft:rose_bush	499	10901	2
minecraft:peony	500	10903	2
minecraft:tall_grass	501	10905	2
minecraft:large_fern	502	10907	2
minecraft:white_banner	503	10909	16
minecraft:orange_banner	504	10925	16
minecraft:magenta_banner	505	10941	16
minecraft:light_blue_banner	506	10957	16
minecraft:yellow_banner	507	10973	16
minecraft:lime_banner	508	10989	16
minecraft:pink_banner	509	11005	16
minecraft:gray_banner	510	11021	16
minecraft:light_gray_banner	511	11037	16
minecraft:cyan_banner	512	11053	16
minecraft:purple_banner	513	11069	16
minecraft:blue_banner	514	11085	16
minecraft:brown_banner	515	11101	16
minecraft:green_banner	516	11117	16
minecraft:red_banner	517	11133	16
minecraft:black_banner	518	11149	16
minecraft:white_wall_banner	519	11165	4
minecraft:orange_wall_banner	520	11169	4
minecraft:magenta_wall_banner	521	11173	4
minecraft:light_blue_wall_banner	522	11177	4
minecraft:yellow_wall_banner	523	11181	4
minecraft:lime_wall_banner	524	11185	4
minecraft:pink_wall_banner	525	11189	4
minecraft:gray_wall_banner	526	11193	4
minecraft:light_gray_wall_banner	527	11197	4
minecraft:cyan_wall_banner	528	11201	4
minecraft:purple_wall_banner	529	11205	4
minecraft:blue_wall_banner	530	11209	4
minecraft:brown_wall_banner	531	11213	4
minecraft:green_wall_banner	532	11217	4
minecraft:red_wall_banner	533	11221	4
minecraft:black_wall_banner	534	11225	4
minecraft:red_sandstone	535	11229	1
minecraft:chiseled_red_sandstone	536	11230	1
minecraft:cut_red_sandstone	537	11231	1
minecraft:red_sandstone_stairs	538	11232	80
minecraft:oak_slab	539	11312	6
minecraft:spruce_slab	540	11318	6
minecraft:birch_slab	541	11324	6
minecraft:jungle_slab	542	11330	6
minecraft:acacia_slab	543	11336	6
minecraft:cherry_slab	544	11342	6
minecraft:dark_oak_slab	545	11348	6
minecraft:mangrove_slab	546	11354	6
minecraft:bamboo_slab	547	11360	6
minecraft:bamboo_mosaic_slab	548	11366	6
minecraft:stone_slab	549	11372	6
minecraft:smooth_stone_slab	550	11378	6
minecraft:sandstone_slab	551	11384	6
minecraft:cut_sandstone_slab	552	11390	6
minecraft:petrified_oak_slab	553	11396	6
minecraft:cobblestone_slab	554	11402	6
minecraft:brick_slab	555	11408	6
minecraft:stone_brick_slab	556	11414	6
minecraft:mud_brick_slab	557	11420	6
minecraft:nether_brick_slab	558	11426	6
minecraft:quartz_slab	559	11432	6
minecraft:red_sandstone_slab	560	11438	6
minecraft:cut_red_sandstone_slab	561	11444	6
minecraft:purpur_slab	562	11450	6
minecraft:smooth_stone	563	11456	1
minecraft:smooth_sandstone	564	11457	1
minecraft:smooth_quartz	565	11458	1
minecraft:smooth_red_sandstone	566	11459	1
minecraft:spruce_fence_gate	567	11460	32
minecraft:birch_fence_gate	568	11492	32
minecraft:jungle_fence_gate	569	11524	32
minecraft:acacia_fence_gate	570	11556	32
minecraft:cherry_fence_gate	571	11588	32
minecraft:dark_oak_fence_gate	572	11620	32
minecraft:mangrove_fence_gate	573	11652	32
minecraft:bamboo_fence_gate	574	11684	32
minecraft:spruce_fence	575	11716	32
minecraft:birch_fence	576	11748	32
minecraft:jungle_fence	577	11780	32
minecraft:acacia_fence	578	11812	32
minecraft:cherry_fence	579	11844	32
minecraft:dark_oak_fence	580	11876	32
minecraft:mangrove_fence	581	11908	32
minecraft:bamboo_fence	582	11940	32
minecraft:spruce_door	583	11972	64
minecraft:birch_door	584	12036	64
minecraft:jungle_door	585	12100	64
minecraft:acacia_door	586	12164	64
minecraft:cherry_door	587	12228	64
minecraft:dark_oak_door	588	12292	64
minecraft:mangrove_door	589	12356	64
minecraft:bamboo_door	590	12420	64
minecraft:end_rod	591	12484	6
minecraft:chorus_plant	592	12490	64
minecraft:chorus_flower	593	12554	6
minecraft:purpur_block	594	12560	1
minecraft:purpur_pillar	595	12561	3
minecraft:purpur_stairs	596	12564	80
minecraft:end_stone_bricks	597	12644	1
minecraft:torchflower_crop	598	12645	2
minecraft:pitcher_crop	599	12647	10
minecraft:pitcher_plant	600	12657	2
minecraft:beetroots	601	12659	4
minecraft:dirt_path	602	12663	1
minecraft:end_gateway	603	12664	1
minecraft:repeating_command_block	604	12665	12
minecraft:chain_command_block	605	12677	12
minecraft:frosted_ice	606	12689	4
minecraft:magma_block	607	12693	1
minecraft:nether_wart_block	608	12694	1
minecraft:red_nether_bricks	609	12695	1
minecraft:bone_block	610	12696	3
minecraft:structure_void	611	12699	1
minecraft:observer	612	12700	12
minecraft:shulker_box	613	12712	6
minecraft:white_shulker_box	614	12718	6
minecraft:orange_shulker_box	615	12724	6
minecraft:magenta_shulker_box	616	12730	6
minecraft:light_blue_shulker_box	617	12736	6
minecraft:yellow_shulker_box	618	12742	6
minecraft:lime_shulker_box	619	12748	6
minecraft:pink_shulker_box	620	12754	6
minecraft:gray_shulker_box	621	12760	6
minecraft:light_gray_shulker_box	622	12766	6
minecraft:cyan_shulker_box	623	12772	6
minecraft:purple_shulker_box	624	12778	6
minecraft:blue_shulker_box	625	12784	6
minecraft:brown_shulker_box	626	12790	6
minecraft:green_shulker_box	627	12796	6
minecraft:red_shulker_box	628	12802	6
minecraft:black_shulker_box	629	12808	6
minecraft:white_glazed_terracotta	630	12814	4
minecraft:orange_glazed_terracotta	631	12818	4
minecraft:magenta_glazed_terracotta	632	12822	4
minecraft:light_blue_glazed_terracotta	633	12826	4
minecraft:yellow_glazed_terracotta	634	12830	4
minecraft:lime_glazed_terracotta	635	12834	4
minecraft:pink_glazed_terracotta	636	12838	4
minecraft:gray_glazed_terracotta	637	12842	4
minecraft:light_gray_glazed_terracotta	638	12846	4
minecraft:cyan_glazed_terracotta	639	12850	4
minecraft:purple_glazed_terracotta	640	12854	4
minecraft:blue_glazed_terracotta	641	12858	4
minecraft:brown_glazed_terracotta	642	12862	4
minecraft:green_glazed_terracotta	643	12866	4
minecraft:red_glazed_terracotta	644	12870	4
minecraft:black_glazed_terracotta	645	12874	4
minecraft:white_concrete	646	12878	1
minecraft:orange_concrete	647	12879	1
minecraft:magenta_concrete	648	12880	1
minecraft:light_blue_concrete	649	12881	1
minecraft:yellow_concrete	650	12882	1
minecraft:lime_concrete	651	12883	1
minecraft:pink_concrete	652	12884	1
minecraft:gray_concrete	653	12885	1
minecraft:light_gray_concrete	654	12886	1
minecraft:cyan_concrete	655	12887	1
minecraft:purple_concrete	656	12888	1
minecraft:blue_concrete	657	12889	1
minecraft:brown_concrete	658	12890	1
minecraft:green_concrete	659	12891	1
minecraft:red_concrete	660	12892	1
minecraft:black_concrete	661	12893	1
minecraft:white_concrete_powder	662	12894	1
minecraft:orange_concrete_powder	663	12895	1
minecraft:magenta_concrete_powder	664	12896	1
minecraft:light_blue_concrete_powder	665	12897	1
minecraft:yellow_concrete_powder	666	12898	1
minecraft:lime_concrete_powder	667	12899	1
minecraft:pink_concrete_powder	668	12900	1
minecraft:gray_concrete_powder	669	12901	1
minecraft:light_gray_concrete_powder	670	12902	1
minecraft:cyan_concrete_powder	671	12903	1
minecraft:purple_concrete_powder	672	12904	1
minecraft:blue_concrete_powder	673	12905	1
minecraft:brown_concrete_powder	674	12906	1
minecraft:green_concrete_powder	675	12907	1
minecraft:red_concrete_powder	676	12908	1
minecraft:black_concrete_powder	677	12909	1
minecraft:kelp	678	12910	26
minecraft:kelp_plant	679	12936	1
minecraft:dried_kelp_block	680	12937	1
minecraft:turtle_egg	681	12938	12
minecraft:sniffer_egg	682	12950	3
minecraft:dead_tube_coral_block	683	12953	1
minecraft:dead_brain_coral_block	684	12954	1
minecraft:dead_bubble_coral_block	685	12955	1
minecraft:dead_fire_coral_block	686	12956	1
minecraft:dead_horn_coral_block	687	12957	1
minecraft:tube_coral_block	688	12958	1
minecraft:brain_coral_block	689	12959	1
minecraft:bubble_coral_block	690	12960	1
minecraft:fire_coral_block	691	12961	1
minecraft:horn_coral_block	692	12962	1
minecraft:dead_tube_coral	693	12963	2
minecraft:dead_brain_coral	694	12965	2
minecraft:dead_bubble_coral	695	12967	2
minecraft:dead_fire_coral	696	12969	2
minecraft:dead_horn_coral	697	12971	2
minecraft:tube_coral	698	12973	2
minecraft:brain_coral	699	12975	2
minecraft:bubble_coral	700	12977	2
minecraft:fire_coral	701	12979	2
minecraft:horn_coral	702	12981	2
